location,size,total_sqft,bath,price,bhk,price_per_sqft
other,5 Bedroom,1500.0,5.0,210.0,5,14000.0
Poorna Pragna Layout,3 BHK,1475.0,2.0,58.99,3,3999.322033898305
other,3 BHK,1750.0,3.0,149.0,3,8514.285714285714
Electronics City Phase 1,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Uttarahalli,7 Bedroom,1200.0,7.0,225.0,7,18750.0
Kothanur,1 Bedroom,1500.0,1.0,75.0,1,5000.0
other,3 BHK,1260.0,2.0,85.05,3,6750.0
EPIP Zone,3 BHK,1709.0,3.0,80.0,3,4681.100058513751
Hebbal,3 BHK,1636.0,3.0,119.0,3,7273.838630806846
7th Phase JP Nagar,2 BHK,1075.0,2.0,42.99,2,3999.0697674418607
other,4 Bedroom,3150.0,3.0,135.0,4,4285.714285714285
Kenchenahalli,3 BHK,1410.0,2.0,73.0,3,5177.304964539007
other,3 BHK,1200.0,3.0,66.0,3,5500.0
Vittasandra,2 BHK,1246.0,2.0,62.3,2,5000.0
Ramamurthy Nagar,9 Bedroom,2000.0,9.0,150.0,9,7500.0
Nagarbhavi,4 Bedroom,1250.0,3.0,175.0,4,14000.0
Kereguddadahalli,3 BHK,1280.0,3.0,42.0,3,3281.25
Marathahalli,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
KR Puram,2 Bedroom,1200.0,2.0,71.0,2,5916.666666666667
Doddaballapur,3 Bedroom,2440.0,3.0,142.0,3,5819.672131147541
Thanisandra,1 BHK,933.0,1.0,61.0,1,6538.049303322615
Electronic City,2 BHK,1200.0,2.0,34.0,2,2833.3333333333335
Kadugodi,4 BHK,2100.0,3.0,204.0,4,9714.285714285714
Mysore Road,2 BHK,940.0,2.0,43.61,2,4639.36170212766
Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
Mahadevpura,3 BHK,1620.0,2.0,76.0,3,4691.358024691358
Hebbal,2 BHK,1200.0,2.0,48.0,2,4000.0
Kothanur,3 BHK,1454.0,3.0,71.5,3,4917.469050894085
Choodasandra,3 BHK,1254.0,2.0,65.0,3,5183.413078149921
Balagere,2 BHK,1205.0,2.0,73.87,2,6130.290456431535
Kumaraswami Layout,6 Bedroom,610.0,4.0,95.0,6,15573.77049180328
Channasandra,3 Bedroom,1500.0,3.0,61.95,3,4130.0
Budigere,4 Bedroom,1200.0,3.0,135.0,4,11250.0
Attibele,2 BHK,656.0,2.0,25.0,2,3810.9756097560976
Begur Road,3 BHK,1615.0,3.0,50.87,3,3149.84520123839
Jigani,2 BHK,924.0,2.0,65.0,2,7034.632034632034
Begur Road,2 BHK,1200.0,2.0,44.4,2,3700.0
Nehru Nagar,4 BHK,2363.0,5.0,120.0,4,5078.290308929327
other,1 Bedroom,1500.0,1.0,37.5,1,2500.0
other,2 BHK,1450.0,2.0,62.63,2,4319.310344827586
Thigalarapalya,2 BHK,1000.0,2.0,48.53,2,4853.0
Whitefield,3 BHK,2140.0,3.0,139.0,3,6495.327102803738
other,4 BHK,1200.0,4.0,230.0,4,19166.666666666668
other,4 Bedroom,2400.0,4.0,600.0,4,25000.0
Old Airport Road,2 BHK,1184.0,2.0,78.0,2,6587.8378378378375
Sahakara Nagar,5 Bedroom,1000.0,5.0,130.0,5,13000.0
Yelahanka,3 BHK,1653.0,3.0,93.0,3,5626.134301270417
Yelahanka,2 BHK,1315.0,2.0,85.0,2,6463.878326996198
Electronic City,3 BHK,1400.0,2.0,40.45,3,2889.2857142857147
Kanakpura Road,2 BHK,1207.0,2.0,79.9,2,6619.718309859156
other,4 BHK,3000.0,5.0,500.0,4,16666.666666666668
Kaggadasapura,2 BHK,1185.0,2.0,41.0,2,3459.915611814346
Sarjapur,2 BHK,920.0,2.0,33.0,2,3586.9565217391305
Electronics City Phase 1,3 BHK,1450.0,3.0,58.0,3,4000.0
7th Phase JP Nagar,2 BHK,1270.0,2.0,93.0,2,7322.834645669292
7th Phase JP Nagar,3 BHK,2000.0,3.0,77.0,3,3850.0
other,3 BHK,1350.0,3.0,48.6,3,3600.0
Mallasandra,3 BHK,1665.0,3.0,86.91,3,5219.81981981982
Kalena Agrahara,2 BHK,800.0,2.0,40.0,2,5000.0
Electronics City Phase 1,2 BHK,1000.0,2.0,28.0,2,2800.0
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
Marathahalli,4 Bedroom,4000.0,4.0,650.0,4,16250.0
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
other,4 BHK,3060.0,4.0,350.0,4,11437.908496732029
Jakkur,3 BHK,1590.0,2.0,125.0,3,7861.635220125786
Binny Pete,3 BHK,1516.0,3.0,147.0,3,9696.569920844327
Ambalipura,2 BHK,1150.0,2.0,80.0,2,6956.521739130435
Yelahanka,1 BHK,602.0,1.0,26.0,1,4318.936877076412
other,3 BHK,1520.0,3.0,111.0,3,7302.631578947368
Hebbal,3 BHK,2650.0,4.0,199.0,3,7509.433962264151
other,2 Bedroom,1200.0,2.0,125.0,2,10416.666666666666
Panathur,2 BHK,1255.0,2.0,79.0,2,6294.820717131474
Varthur,2 BHK,1155.0,2.0,39.0,2,3376.6233766233768
Electronic City Phase II,1 BHK,575.0,1.0,16.75,1,2913.0434782608695
Hormavu,2 BHK,1143.0,2.0,53.0,2,4636.920384951881
R.T. Nagar,3 BHK,1380.0,2.0,50.0,3,3623.1884057971015
Dasarahalli,2 BHK,1300.0,2.0,55.0,2,4230.7692307692305
Gubbalala,2 BHK,1008.0,2.0,32.25,2,3199.404761904762
Basavangudi,3 BHK,1600.0,3.0,130.0,3,8125.0
other,3 BHK,1305.0,2.0,45.68,3,3500.383141762452
Kammasandra,2 BHK,1156.0,2.0,32.0,2,2768.166089965398
Kannamangala,3 BHK,1536.0,3.0,104.0,3,6770.833333333333
Rajaji Nagar,7 BHK,12000.0,6.0,2200.0,7,18333.333333333332
Vijayanagar,3 BHK,1826.0,3.0,121.0,3,6626.506024096386
Sector 7 HSR Layout,2 BHK,1162.0,2.0,98.77,2,8500.0
Electronics City Phase 1,1 BHK,640.0,1.0,45.0,1,7031.25
other,2 BHK,1410.0,2.0,73.0,2,5177.304964539007
other,3 BHK,1515.0,3.0,93.93,3,6200.0
Battarahalli,2 BHK,1097.0,2.0,49.0,2,4466.727438468551
Electronic City,3 BHK,1500.0,2.0,78.0,3,5200.0
other,1 BHK,540.0,1.0,24.0,1,4444.444444444444
other,2 BHK,925.0,2.0,35.0,2,3783.783783783784
Bisuvanahalli,3 BHK,1075.0,2.0,50.0,3,4651.162790697675
Uttarahalli,3 BHK,1627.86,3.0,88.0,3,5405.87028368533
Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
1st Block Jayanagar,3 BHK,1760.0,3.0,115.0,3,6534.090909090909
Ulsoor,3 BHK,1020.0,3.0,110.0,3,10784.313725490196
JP Nagar,2 BHK,1133.0,2.0,33.99,2,3000.0
other,4 Bedroom,740.0,2.0,24.5,4,3310.810810810811
Kanakapura,1 BHK,711.0,1.0,38.0,1,5344.585091420535
Whitefield,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
other,3 BHK,2515.0,4.0,155.0,3,6163.021868787277
Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
Gubbalala,2 BHK,1223.0,2.0,42.81,2,3500.408830744072
Kanakpura Road,2 BHK,700.0,1.0,35.0,2,5000.0
other,6 Bedroom,1020.0,6.0,370.0,6,36274.509803921566
Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3,15000.0
Kereguddadahalli,2 BHK,800.0,2.0,28.0,2,3500.0
Ramamurthy Nagar,2 Bedroom,1200.0,2.0,78.0,2,6500.0
other,5 Bedroom,1200.0,5.0,170.0,5,14166.666666666666
Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
Devarachikkanahalli,3 BHK,1425.0,2.0,65.0,3,4561.403508771929
Kaggalipura,2 BHK,1000.0,2.0,60.0,2,6000.0
Marathahalli,2 BHK,1125.0,2.0,56.8,2,5048.888888888889
Electronic City,2 BHK,975.0,2.0,37.5,2,3846.153846153846
Singasandra,3 BHK,1476.0,2.0,73.0,3,4945.79945799458
Hosakerehalli,3 BHK,2480.0,3.0,330.0,3,13306.451612903224
Yelahanka,3 BHK,1610.0,3.0,115.0,3,7142.857142857143
other,2 BHK,1298.0,2.0,65.0,2,5007.704160246533
other,4 Bedroom,1200.0,4.0,200.0,4,16666.666666666668
Thanisandra,2 BHK,1148.0,2.0,43.5,2,3789.198606271777
other,3 BHK,1800.0,3.0,88.0,3,4888.888888888889
Horamavu Agara,3 BHK,1250.0,3.0,65.0,3,5200.0
other,4 BHK,1800.0,4.0,145.0,4,8055.555555555556
Vishveshwarya Layout,4 Bedroom,7000.0,4.0,210.0,4,3000.0
Lakshminarayana Pura,2 BHK,1190.0,2.0,75.0,2,6302.5210084033615
Mysore Road,2 BHK,883.0,2.0,40.95,2,4637.5990939977355
other,4 Bedroom,4350.0,8.0,2600.0,4,59770.11494252874
Bommasandra,2 BHK,955.0,2.0,35.28,2,3694.240837696335
Banashankari,3 BHK,1800.0,3.0,125.0,3,6944.444444444444
Whitefield,3 Bedroom,1500.0,3.0,61.95,3,4130.0
Chandapura,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
Kaggadasapura,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
Electronic City,3 BHK,1571.0,3.0,105.0,3,6683.64099299809
BTM 2nd Stage,3 BHK,2500.0,3.0,345.0,3,13800.0
other,3 Bedroom,2000.0,3.0,90.0,3,4500.0
Bannerghatta Road,2 BHK,1237.5,2.0,49.49,2,3999.191919191919
Marathahalli,2 BHK,1360.0,2.0,103.0,2,7573.529411764706
other,1 Bedroom,600.0,1.0,50.0,1,8333.333333333334
other,1 BHK,425.0,1.0,750.0,1,176470.58823529413
Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3,6193.548387096775
Kanakpura Road,3 BHK,1500.0,3.0,72.99,3,4865.999999999999
other,8 Bedroom,1200.0,8.0,220.0,8,18333.333333333332
other,3 BHK,1410.0,2.0,54.0,3,3829.787234042554
Chandapura,2 BHK,1015.0,2.0,25.88,2,2549.753694581281
Marathahalli,5 Bedroom,1350.0,4.0,135.0,5,10000.0
Varthur,3 BHK,2145.0,3.0,165.0,3,7692.307692307692
Kothanur,2 BHK,1195.0,2.0,59.0,2,4937.238493723849
Padmanabhanagar,3 BHK,1360.0,3.0,75.0,3,5514.705882352941
other,4 BHK,3161.0,4.0,214.0,4,6770.00949066751
Hosa Road,1 BHK,615.0,1.0,28.29,1,4600.0
Kanakpura Road,3 BHK,1600.0,3.0,90.0,3,5625.0
NGR Layout,2 BHK,1021.0,2.0,46.0,2,4505.386875612145
Ananth Nagar,3 BHK,1319.0,3.0,42.0,3,3184.230477634572
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
Kanakapura,3 BHK,1938.0,3.0,113.0,3,5830.7533539731685
Giri Nagar,6 Bedroom,3000.0,4.0,375.0,6,12500.0
Jakkur,3 BHK,1950.0,3.0,131.0,3,6717.948717948718
other,2 BHK,1250.0,2.0,62.0,2,4960.0
other,3 Bedroom,2200.0,4.0,160.0,3,7272.727272727273
Marathahalli,2 BHK,1360.0,2.0,101.0,2,7426.470588235294
other,3 BHK,2850.0,4.0,460.0,3,16140.350877192985
KR Puram,2 BHK,750.0,2.0,40.0,2,5333.333333333333
Hosa Road,3 BHK,1538.0,3.0,107.0,3,6957.087126137842
CV Raman Nagar,3 BHK,1980.0,4.0,180.0,3,9090.90909090909
Jalahalli,2 BHK,1244.0,2.0,88.0,2,7073.954983922829
8th Phase JP Nagar,2 BHK,1059.0,2.0,34.5,2,3257.790368271955
Hennur Road,3 BHK,1590.0,3.0,96.5,3,6069.182389937107
OMBR Layout,2 BHK,1041.0,2.0,65.5,2,6292.026897214217
Vishwapriya Layout,3 BHK,1250.0,3.0,38.0,3,3040.0
Electronic City,4 BHK,2093.0,4.0,134.0,4,6402.293358815098
Kumaraswami Layout,4 Bedroom,2000.0,4.0,139.0,4,6950.0
Kanakpura Road,2 BHK,950.0,2.0,57.0,2,6000.0
other,3 BHK,1388.0,3.0,69.99,3,5042.50720461095
Attibele,1 BHK,400.0,1.0,11.0,1,2750.0
Hebbal,2 BHK,1000.0,2.0,45.0,2,4500.0
Haralur Road,2 BHK,1243.0,2.0,45.0,2,3620.2735317779566
Kanakpura Road,4 Bedroom,800.0,5.0,115.0,4,14375.0
Malleshpalya,2 BHK,1052.0,2.0,50.0,2,4752.851711026616
Rajaji Nagar,3 BHK,1621.0,4.0,130.0,3,8019.740900678594
Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2,5857.740585774059
8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2,4373.75745526839
other,3 BHK,1677.0,3.0,98.0,3,5843.768634466309
Kengeri,2 BHK,1255.0,2.0,50.0,2,3984.06374501992
other,6 Bedroom,4000.0,6.0,460.0,6,11500.0
Vittasandra,2 BHK,1246.0,2.0,69.0,2,5537.720706260032
Yeshwanthpur,2 BHK,1165.0,2.0,64.08,2,5500.429184549356
Anandapura,2 Bedroom,616.0,3.0,45.0,2,7305.194805194805
other,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Jakkur,4 BHK,2249.81,4.0,245.0,4,10889.808472715476
Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
other,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Kalyan nagar,4 BHK,2422.0,3.0,150.0,4,6193.228736581338
Dodda Nekkundi,4 Bedroom,3400.0,4.0,530.0,4,15588.235294117649
Magadi Road,3 BHK,1187.0,2.0,55.195,3,4649.957877000842
other,3 Bedroom,600.0,3.0,90.0,3,15000.0
other,3 BHK,2150.0,3.0,170.0,3,7906.976744186047
Talaghattapura,3 BHK,2265.0,3.0,159.0,3,7019.867549668874
Kenchenahalli,1 BHK,700.0,1.0,35.0,1,5000.0
other,2 BHK,1355.0,2.0,75.0,2,5535.055350553505
Malleshwaram,4 BHK,2800.0,4.0,252.0,4,9000.0
Yelahanka,3 BHK,1692.0,3.0,83.0,3,4905.437352245863
Banaswadi,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
Thubarahalli,2 BHK,1200.0,2.0,79.55,2,6629.166666666667
Padmanabhanagar,2 BHK,1258.0,2.0,115.0,2,9141.494435612083
Yelahanka New Town,2 Bedroom,1200.0,2.0,130.0,2,10833.333333333334
Thigalarapalya,3 BHK,2215.0,4.0,154.0,3,6952.5959367945825
Ambedkar Nagar,2 BHK,1424.0,2.0,90.0,2,6320.224719101124
Shivaji Nagar,3 BHK,1300.0,3.0,170.0,3,13076.923076923076
Sarjapur,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
Kothanur,3 Bedroom,1840.0,3.0,69.0,3,3750.0
Jakkur,4 BHK,2283.0,4.0,130.0,4,5694.261936049058
Panathur,2 BHK,1210.0,2.0,77.0,2,6363.636363636364
Kodigehaali,3 BHK,1324.0,3.0,65.0,3,4909.365558912386
other,6 Bedroom,1200.0,6.0,180.0,6,15000.0
Bisuvanahalli,3 BHK,1080.0,2.0,45.0,3,4166.666666666667
Yelahanka,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
Whitefield,2 BHK,1314.0,2.0,84.0,2,6392.6940639269405
Ananth Nagar,3 BHK,1319.0,3.0,37.75,3,2862.016679302502
Harlur,2 BHK,1197.0,2.0,75.0,2,6265.664160401003
Giri Nagar,4 Bedroom,4000.0,3.0,750.0,4,18750.0
Rajaji Nagar,2 BHK,1440.0,2.0,185.0,2,12847.222222222224
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700.724054706356
Hormavu,2 BHK,1093.0,2.0,32.78,2,2999.085086916743
other,2 BHK,1300.0,2.0,60.0,2,4615.384615384615
OMBR Layout,4 BHK,3400.0,4.0,275.0,4,8088.235294117647
Rajiv Nagar,2 BHK,1263.0,2.0,93.32,2,7388.756927949327
Kaggadasapura,2 BHK,1150.0,2.0,45.0,2,3913.0434782608695
HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
Hormavu,2 BHK,1260.0,2.0,35.0,2,2777.777777777778
Chamrajpet,3 BHK,1475.0,2.0,120.0,3,8135.593220338983
other,4 Bedroom,7500.0,4.0,425.0,4,5666.666666666667
Yelahanka,3 Bedroom,2710.0,3.0,251.0,3,9261.9926199262
Hebbal,3 BHK,1920.0,3.0,150.0,3,7812.5
Electronics City Phase 1,2 BHK,1080.0,2.0,46.0,2,4259.259259259259
Vijayanagar,2 BHK,1178.0,2.0,82.0,2,6960.950764006791
Hoodi,3 BHK,1350.0,2.0,48.0,3,3555.5555555555557
BEML Layout,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
Haralur Road,3 BHK,1255.0,3.0,115.0,3,9163.346613545817
Kanakapura,3 BHK,1460.0,2.0,43.79,3,2999.31506849315
Electronic City,3 BHK,1449.0,3.0,100.0,3,6901.311249137336
Yelahanka,4 BHK,2600.0,4.0,175.0,4,6730.7692307692305
Konanakunte,4 BHK,3621.0,4.0,511.0,4,14112.123722728527
Begur Road,2 BHK,1160.0,2.0,42.92,2,3700.0
Nagarbhavi,3 Bedroom,1050.0,3.0,175.0,3,16666.666666666668
Yeshwanthpur,1 BHK,670.0,1.0,36.85,1,5500.0
HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
Electronic City Phase II,2 BHK,1140.0,2.0,28.5,2,2500.0
Hebbal,3 BHK,1586.0,3.0,90.0,3,5674.653215636822
Varthur,3 BHK,2145.0,3.0,170.0,3,7925.407925407925
Frazer Town,4 BHK,4856.0,5.0,410.0,4,8443.163097199342
Green Glen Layout,3 BHK,1751.0,3.0,115.0,3,6567.6756139348945
Electronics City Phase 1,2 BHK,1335.0,2.0,67.0,2,5018.7265917603
Kanakpura Road,2 BHK,1340.0,2.0,60.0,2,4477.611940298508
Ulsoor,5 Bedroom,1200.0,4.0,150.0,5,12500.0
Kaggadasapura,2 BHK,1110.0,2.0,53.0,2,4774.774774774774
other,3 BHK,1480.0,3.0,90.0,3,6081.081081081081
5th Phase JP Nagar,2 BHK,1190.0,2.0,61.8,2,5193.27731092437
Magadi Road,2 BHK,1000.0,2.0,46.5,2,4650.0
other,2 BHK,1293.0,2.0,80.0,2,6187.161639597834
Ramamurthy Nagar,2 BHK,1185.0,2.0,45.5,2,3839.662447257384
Whitefield,4 Bedroom,2850.0,5.0,240.0,4,8421.052631578947
Kengeri Satellite Town,2 BHK,1302.5,2.0,44.285,2,3400.0
Kasavanhalli,3 BHK,1719.0,3.0,71.0,3,4130.308318789994
Nehru Nagar,2 BHK,967.0,2.0,41.1,2,4250.258531540848
other,2 BHK,1200.0,2.0,75.0,2,6250.0
Kalena Agrahara,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2,5122.950819672131
Gollarapalya Hosahalli,2 BHK,861.0,2.0,34.5,2,4006.968641114983
Yelahanka,3 BHK,2317.0,4.0,140.0,3,6042.296072507553
Marathahalli,2 BHK,1146.0,2.0,69.0,2,6020.942408376964
OMBR Layout,4 Bedroom,615.0,4.0,110.0,4,17886.17886178862
Harlur,2 BHK,1174.0,2.0,75.0,2,6388.415672913117
Hebbal,2 BHK,1420.0,2.0,123.0,2,8661.971830985916
other,5 Bedroom,1210.0,4.0,160.0,5,13223.140495867769
Kadugodi,3 BHK,1430.0,2.0,55.0,3,3846.153846153846
CV Raman Nagar,2 BHK,1028.0,2.0,49.0,2,4766.536964980544
Kodichikkanahalli,2 BHK,1070.0,2.0,43.0,2,4018.691588785047
Thanisandra,3 BHK,1874.0,4.0,130.0,3,6937.033084311633
Nagarbhavi,4 Bedroom,1200.0,3.0,340.0,4,28333.333333333332
Akshaya Nagar,2 BHK,900.0,2.0,45.0,2,5000.0
Chandapura,3 BHK,1208.0,3.0,45.0,3,3725.1655629139073
other,2 BHK,1200.0,2.0,43.2,2,3600.0
Electronic City,2 BHK,1140.0,2.0,32.93,2,2888.59649122807
Begur Road,3 BHK,1410.0,2.0,50.06,3,3550.354609929078
other,3 Bedroom,3329.0,3.0,330.0,3,9912.886752778611
Hosa Road,1 BHK,615.0,1.0,43.08,1,7004.878048780488
Ardendale,3 BHK,1650.0,3.0,82.0,3,4969.69696969697
Electronic City,2 BHK,1221.0,2.0,68.0,2,5569.205569205569
Chandapura,3 BHK,1208.51,3.0,42.0,3,3475.3539482503247
Kanakpura Road,2 BHK,1366.0,2.0,83.0,2,6076.134699853587
Jakkur,2 BHK,1452.19,2.0,100.0,2,6886.151261198604
Brookefield,2 BHK,1225.0,2.0,72.0,2,5877.551020408163
GM Palaya,2 BHK,1140.0,2.0,48.95,2,4293.859649122807
Whitefield,3 BHK,1306.0,3.0,54.65,3,4184.532924961715
Shivaji Nagar,2 BHK,850.0,2.0,55.0,2,6470.588235294118
other,3 BHK,1353.0,2.0,110.0,3,8130.081300813008
Kundalahalli,4 Bedroom,1500.0,4.0,235.0,4,15666.666666666666
Marathahalli,2 Bedroom,1200.0,1.0,103.0,2,8583.333333333334
Nagavarapalya,1 BHK,705.0,1.0,57.0,1,8085.106382978724
Jalahalli,3 BHK,1569.0,3.0,118.0,3,7520.713830465264
Electronic City,2 BHK,870.0,2.0,39.5,2,4540.229885057472
other,2 BHK,1130.0,2.0,52.0,2,4601.769911504425
JP Nagar,3 BHK,3300.0,4.0,160.0,3,4848.484848484848
Kengeri,5 Bedroom,8000.0,5.0,500.0,5,6250.0
Tumkur Road,2 BHK,1137.5,2.0,48.905,2,4299.340659340659
Kasturi Nagar,3 BHK,1570.0,3.0,80.0,3,5095.541401273886
Old Airport Road,2 BHK,1655.0,2.0,97.65,2,5900.302114803625
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852.596314907873
Pai Layout,3 BHK,1550.0,2.0,90.0,3,5806.451612903225
JP Nagar,7 Bedroom,2700.0,4.0,160.0,7,5925.925925925926
Harlur,3 BHK,2137.0,3.0,110.0,3,5147.402901263454
Hoodi,2 BHK,1259.0,2.0,69.45,2,5516.282764098491
Panathur,3 BHK,1586.0,3.0,125.0,3,7881.462799495586
other,3 BHK,1567.2,2.0,190.0,3,12123.532414497193
other,4 Bedroom,4304.0,4.0,699.0,4,16240.706319702602
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3,4664.310954063604
Lakshminarayana Pura,2 BHK,1210.0,2.0,75.0,2,6198.347107438017
Banashankari Stage III,4 Bedroom,1200.0,6.0,170.0,4,14166.666666666666
Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3,11111.111111111111
Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3,3000.0
other,2 BHK,1000.0,2.0,50.0,2,5000.0
Electronic City,2 BHK,1070.0,2.0,58.0,2,5420.560747663551
Bommanahalli,2 BHK,1020.0,2.0,55.0,2,5392.156862745098
Kanakpura Road,2 BHK,1180.0,2.0,57.0,2,4830.5084745762715
7th Phase JP Nagar,3 BHK,1300.0,2.0,52.0,3,4000.0
Green Glen Layout,2 BHK,1075.0,2.0,60.0,2,5581.395348837209
Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3,6153.846153846154
Bisuvanahalli,3 BHK,1075.0,2.0,31.0,3,2883.720930232558
Bommasandra,2 BHK,1060.0,2.0,26.5,2,2500.0
other,4 Bedroom,1200.0,4.0,180.0,4,15000.0
other,1 BHK,1050.0,2.0,41.0,1,3904.7619047619046
Frazer Town,3 BHK,1706.0,3.0,154.0,3,9026.963657678782
Hebbal,3 BHK,1315.0,3.0,65.0,3,4942.9657794676805
Electronic City,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
other,6 Bedroom,2400.0,7.0,107.0,6,4458.333333333333
Bellandur,2 BHK,1260.0,2.0,83.5,2,6626.984126984127
Uttarahalli,3 BHK,1330.0,2.0,47.0,3,3533.8345864661655
Marsur,3 BHK,720.0,2.0,32.0,3,4444.444444444444
Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,62.0,3,4920.6349206349205
other,2 BHK,1169.0,2.0,50.11,2,4286.569717707443
other,3 BHK,1372.0,2.0,90.0,3,6559.766763848396
Kambipura,2 BHK,883.0,2.0,37.0,2,4190.260475651189
Bannerghatta Road,2 BHK,1157.0,2.0,40.0,2,3457.216940363008
Yelahanka,4 Bedroom,2088.0,5.0,110.0,4,5268.199233716475
Brookefield,2 BHK,1125.0,2.0,70.0,2,6222.222222222223
Kaggadasapura,2 BHK,1240.0,2.0,58.58,2,4724.193548387097
Banashankari,3 BHK,1470.0,2.0,88.64,3,6029.931972789115
Horamavu Banaswadi,2 BHK,925.0,2.0,38.0,2,4108.108108108108
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
other,4 Bedroom,3978.0,4.0,428.0,4,10759.17546505782
Hebbal,3 BHK,1255.0,3.0,77.68,3,6189.641434262949
Bellandur,2 BHK,1063.0,2.0,58.0,2,5456.255879586077
other,3 BHK,1555.0,3.0,73.0,3,4694.5337620578775
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3,5200.217037438958
Yelahanka,3 BHK,1465.0,3.0,80.01,3,5461.433447098977
Uttarahalli,2 BHK,1325.0,2.0,53.0,2,4000.0
Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
Begur Road,2 BHK,1260.0,2.0,46.62,2,3700.0
Yelahanka,2 BHK,1322.0,2.0,77.9,2,5892.586989409986
other,2 Bedroom,1200.0,2.0,76.0,2,6333.333333333333
1st Phase JP Nagar,2 BHK,1394.0,2.0,85.0,2,6097.5609756097565
Marathahalli,3 BHK,1678.0,3.0,70.0,3,4171.6328963051255
Subramanyapura,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
other,2 BHK,933.0,2.0,55.0,2,5894.962486602358
Rayasandra,1 BHK,583.0,1.0,26.9,1,4614.065180102916
Hormavu,2 BHK,1081.5,2.0,38.665,2,3575.127138233934
Electronics City Phase 1,3 BHK,1445.0,2.0,56.0,3,3875.432525951557
Whitefield,3 Bedroom,1200.0,3.0,56.0,3,4666.666666666667
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,39.02,2,3390.095569070374
Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800.0
Kodigehalli,1 BHK,655.0,1.0,53.0,1,8091.603053435115
other,3 BHK,1275.0,3.0,55.0,3,4313.725490196079
other,2 BHK,1155.0,2.0,65.0,2,5627.705627705628
Varthur,2 BHK,674.0,1.0,19.9,2,2952.522255192878
Sahakara Nagar,2 BHK,1032.0,2.0,45.0,2,4360.46511627907
Kodichikkanahalli,5 BHK,2700.0,7.0,125.0,5,4629.62962962963
other,4 BHK,2360.0,3.0,185.0,4,7838.983050847458
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
Gunjur,3 BHK,1800.0,3.0,70.0,3,3888.8888888888887
Kanakpura Road,3 BHK,1700.0,3.0,75.0,3,4411.764705882353
other,3 BHK,1000.0,2.0,65.0,3,6500.0
Frazer Town,2 BHK,1315.0,2.0,140.0,2,10646.38783269962
Thanisandra,3 BHK,2336.5,3.0,115.89,3,4959.982880376631
Yelahanka,3 BHK,1847.0,3.0,92.0,3,4981.050351922036
Koramangala,4 BHK,2503.0,6.0,325.0,4,12984.418697562924
Old Madras Road,5 BHK,5020.0,7.0,287.0,5,5717.131474103586
Hennur Road,3 BHK,1186.0,2.0,55.33,3,4665.2613827993255
Magadi Road,2 BHK,940.0,2.0,50.0,2,5319.148936170212
